mission_time_s,tx,ty,tz,error,x1,x2,x3,y1,y2,y3,z1,z2,z3
1.840172,NaN,NaN,NaN,NaN,-0.024383,-1.985999,1.998964,-0.023004,-2.003040,-2.062445,-0.064487,-0.014828,0.017574
1.848762,NaN,NaN,NaN,NaN,-0.024548,-1.986128,1.998772,-0.023103,-2.003345,-2.062315,-0.064552,-0.015232,0.017406
1.862012,NaN,NaN,NaN,NaN,-0.024714,-1.986188,1.998387,-0.023201,-2.003491,-2.062076,-0.064617,-0.015430,0.017090
1.880048,NaN,NaN,NaN,NaN,-0.025209,-1.986344,1.998027,-0.023570,-2.003930,-2.061803,-0.064758,-0.015987,0.016693
1.889122,NaN,NaN,NaN,NaN,-0.025375,-1.986390,1.997846,-0.023692,-2.004072,-2.061677,-0.064808,-0.016151,0.016502
1.900653,NaN,NaN,NaN,NaN,-0.025551,-1.986434,1.997495,-0.023832,-2.004211,-2.061408,-0.064835,-0.016315,0.016090
1.909787,NaN,NaN,NaN,NaN,-0.025903,-1.986467,1.997325,-0.024108,-2.004339,-2.061267,-0.064896,-0.016453,0.015869
1.929760,NaN,NaN,NaN,NaN,-0.026253,-1.986553,1.996985,-0.024393,-2.004702,-2.061004,-0.064945,-0.016865,0.015450
1.940075,NaN,NaN,NaN,NaN,-0.026427,-1.986569,1.996687,-0.024541,-2.004808,-2.060677,-0.064964,-0.016979,0.014957
1.948646,NaN,NaN,NaN,NaN,-0.026775,-1.986584,1.996537,-0.024835,-2.004910,-2.060525,-0.065006,-0.017094,0.014721
1.961594,NaN,NaN,NaN,NaN,-0.026949,-1.986595,1.996388,-0.024980,-2.005010,-2.060379,-0.065029,-0.017197,0.014488
1.969803,NaN,NaN,NaN,NaN,-0.027112,-1.986606,1.996118,-0.025129,-2.005205,-2.060014,-0.065029,-0.017395,0.013973
1.980003,NaN,NaN,NaN,NaN,-0.027275,-1.986605,1.995982,-0.025277,-2.005300,-2.059843,-0.065033,-0.017490,0.013721
1.989202,NaN,NaN,NaN,NaN,-0.027438,-1.986602,1.995845,-0.025424,-2.005391,-2.059678,-0.065041,-0.017586,0.013474
2.000335,NaN,NaN,NaN,NaN,-0.027756,-1.986583,1.995725,-0.025713,-2.005564,-2.059464,-0.065037,-0.017761,0.013203
2.009017,NaN,NaN,NaN,NaN,-0.027910,-1.986567,1.995481,-0.025856,-2.005646,-2.059058,-0.065025,-0.017830,0.012680
2.020884,NaN,NaN,NaN,NaN,-0.028220,-1.986549,1.995358,-0.026139,-2.005724,-2.058865,-0.065010,-0.017902,0.012424
2.029414,NaN,NaN,NaN,NaN,-0.028369,-1.986529,1.995245,-0.026273,-2.005799,-2.058619,-0.064987,-0.017971,0.012142
2.040100,NaN,NaN,NaN,NaN,-0.028518,-1.986495,1.995131,-0.026406,-2.005867,-2.058380,-0.064964,-0.018032,0.011868
2.048617,NaN,NaN,NaN,NaN,-0.028668,-1.986421,1.994899,-0.026538,-2.005995,-2.057927,-0.064953,-0.018154,0.011349
2.060655,NaN,NaN,NaN,NaN,-0.028781,-1.986381,1.994812,-0.026649,-2.006055,-2.057653,-0.064919,-0.018215,0.011070
